2017-07-31+00:43:23,0.0
2017-07-31+00:43:41,0.0
2017-07-31+00:43:59,0.0
2017-07-31+00:44:17,0.0
2017-07-31+00:44:35,0.0
2017-07-31+00:44:53,0.0
2017-07-31+00:45:11,0.0
2017-07-31+00:45:29,0.0
2017-07-31+00:45:47,0.0
2017-07-31+00:46:05,0.0
2017-07-31+00:46:23,0.0
2017-07-31+00:46:41,0.0
2017-07-31+00:46:59,0.0
2017-07-31+00:47:17,0.0
2017-07-31+00:47:35,0.0
2017-07-31+00:47:53,0.0
2017-07-31+00:48:11,0.0
2017-07-31+00:48:29,0.0
2017-07-31+00:48:47,0.0
2017-07-31+00:49:05,0.0
2017-07-31+00:49:23,0.0
2017-07-31+00:49:41,0.0
2017-07-31+00:49:59,0.0
2017-07-31+00:50:17,0.0
2017-07-31+00:50:35,0.0
2017-07-31+00:50:53,0.0
2017-07-31+00:51:11,0.0
2017-07-31+00:51:29,0.0
2017-07-31+00:51:47,0.0
2017-07-31+00:52:05,0.0
2017-07-31+00:52:23,0.0
2017-07-31+00:52:41,0.0
2017-07-31+00:52:59,0.0
2017-07-31+00:53:17,0.0
2017-07-31+00:53:35,0.0
2017-07-31+00:53:53,0.0
2017-07-31+00:54:11,0.0
2017-07-31+00:54:29,0.0
2017-07-31+00:54:47,0.0
2017-07-31+00:55:05,0.0
2017-07-31+00:55:23,0.0
2017-07-31+00:55:41,0.0
2017-07-31+00:55:59,0.0
2017-07-31+00:56:17,0.0
2017-07-31+00:56:35,0.0
2017-07-31+00:56:53,0.0
2017-07-31+00:57:11,0.0
2017-07-31+00:57:30,0.0
2017-07-31+00:57:48,0.0
2017-07-31+00:58:06,0.0
2017-07-31+00:58:24,0.0
2017-07-31+00:58:42,0.0
2017-07-31+00:59:00,0.0
2017-07-31+00:59:18,0.0
2017-07-31+00:59:36,0.0
2017-07-31+00:59:54,0.0
2017-07-31+01:00:12,0.0
2017-07-31+01:00:30,0.0
2017-07-31+01:00:48,0.0
2017-07-31+01:01:06,0.0
2017-07-31+01:01:24,0.0
2017-07-31+01:01:42,0.0
2017-07-31+01:02:00,0.0
2017-07-31+01:02:18,0.0
2017-07-31+01:02:36,0.0
2017-07-31+01:02:54,0.0
2017-07-31+01:03:12,0.0
2017-07-31+01:03:30,0.0
2017-07-31+01:03:48,0.0
2017-07-31+01:04:06,0.0
2017-07-31+01:04:24,0.0
2017-07-31+01:04:42,0.0
2017-07-31+01:05:00,0.0
2017-07-31+01:05:18,0.0
2017-07-31+01:05:36,0.0
2017-07-31+01:05:54,0.0
2017-07-31+01:06:12,0.0
2017-07-31+01:06:30,0.0
2017-07-31+01:06:48,0.0
2017-07-31+01:07:06,0.0
2017-07-31+01:07:24,0.0
2017-07-31+01:07:42,0.0
2017-07-31+01:08:00,0.0
2017-07-31+01:08:18,0.0
2017-07-31+01:08:36,0.0
2017-07-31+01:08:54,0.0
2017-07-31+01:09:12,0.0
2017-07-31+01:09:31,0.0
2017-07-31+01:09:49,0.0
2017-07-31+01:10:07,0.0
2017-07-31+01:10:25,0.0
2017-07-31+01:10:43,0.0
2017-07-31+01:11:01,0.0
2017-07-31+01:11:19,0.0
2017-07-31+01:11:37,0.0
2017-07-31+01:11:55,0.0
2017-07-31+01:12:13,0.0
2017-07-31+01:12:31,0.0
2017-07-31+01:12:49,0.0
2017-07-31+01:13:07,0.0
2017-07-31+01:13:25,0.0
2017-07-31+01:13:43,0.0
2017-07-31+01:14:01,0.0
2017-07-31+01:14:19,0.0
2017-07-31+01:14:37,0.0
2017-07-31+01:14:55,0.0
2017-07-31+01:15:13,0.0
2017-07-31+01:15:31,0.0
2017-07-31+01:15:49,0.0
2017-07-31+01:16:07,0.0
2017-07-31+01:16:25,0.0
2017-07-31+01:16:43,0.0
2017-07-31+01:17:01,0.0
2017-07-31+01:17:19,0.0
2017-07-31+01:17:37,0.0
2017-07-31+01:17:55,0.0
2017-07-31+01:18:13,0.0
2017-07-31+01:18:31,0.0
2017-07-31+01:18:49,0.0
2017-07-31+01:19:07,0.0
2017-07-31+01:19:25,0.0
2017-07-31+01:19:43,0.0
2017-07-31+01:20:01,0.0
2017-07-31+01:20:19,0.0
2017-07-31+01:20:37,0.0
2017-07-31+01:20:55,0.0
2017-07-31+01:21:13,0.0
2017-07-31+01:21:31,0.0
2017-07-31+01:21:49,0.0
2017-07-31+01:22:07,0.0
2017-07-31+01:22:25,0.0
2017-07-31+01:22:43,0.0
2017-07-31+01:23:01,0.0
2017-07-31+01:23:19,0.0
2017-07-31+01:23:37,0.0
2017-07-31+01:23:55,0.0
2017-07-31+01:24:13,0.0
2017-07-31+01:24:31,0.0
2017-07-31+01:24:49,0.0
2017-07-31+01:25:07,0.0
2017-07-31+01:25:25,0.0
2017-07-31+01:25:43,0.0
2017-07-31+01:26:01,0.0
2017-07-31+01:26:19,0.0
2017-07-31+01:26:37,0.0
2017-07-31+01:26:55,0.0
2017-07-31+01:27:13,0.0
2017-07-31+01:27:31,0.0
2017-07-31+01:27:49,0.0
2017-07-31+01:28:07,0.0
2017-07-31+01:28:25,0.0
2017-07-31+01:28:43,0.0
2017-07-31+01:29:01,0.0
2017-07-31+01:29:19,0.0
2017-07-31+01:29:37,0.0
2017-07-31+01:29:55,0.0
2017-07-31+01:30:13,0.0
2017-07-31+01:30:31,0.0
2017-07-31+01:30:49,0.0
2017-07-31+01:31:07,0.0
2017-07-31+01:31:25,0.0
2017-07-31+01:31:43,0.0
2017-07-31+01:32:01,0.0
2017-07-31+01:32:19,0.0
2017-07-31+01:32:37,0.0
2017-07-31+01:32:55,0.0
2017-07-31+01:33:13,0.0
2017-07-31+01:33:32,0.0
2017-07-31+01:33:50,0.0
2017-07-31+01:34:08,0.0
2017-07-31+01:34:26,0.0
2017-07-31+01:34:44,0.0
2017-07-31+01:35:02,0.0
2017-07-31+01:35:20,0.0
2017-07-31+01:35:38,0.0
2017-07-31+01:35:56,0.0
2017-07-31+01:36:14,0.0
2017-07-31+01:36:32,0.0
2017-07-31+01:36:50,0.0
2017-07-31+01:37:08,0.0
2017-07-31+01:37:26,0.0
2017-07-31+01:37:44,0.0
2017-07-31+01:38:02,0.0
2017-07-31+01:38:20,0.0
2017-07-31+01:38:38,0.0
2017-07-31+01:38:56,0.0
2017-07-31+01:39:14,0.0
2017-07-31+01:39:32,0.0
2017-07-31+01:39:50,0.0
2017-07-31+01:40:08,0.0
2017-07-31+01:40:26,0.0
2017-07-31+01:40:44,0.0
2017-07-31+01:41:02,0.0
2017-07-31+01:41:20,0.0
2017-07-31+01:41:38,0.0
2017-07-31+01:41:56,0.0
2017-07-31+01:42:14,0.0
2017-07-31+01:42:32,0.0
2017-07-31+01:42:50,0.0
2017-07-31+01:43:08,0.0
2017-07-31+01:43:26,0.0
2017-07-31+01:43:44,0.0
2017-07-31+01:44:02,0.0
2017-07-31+01:44:20,0.0
2017-07-31+01:44:38,0.0
2017-07-31+01:44:56,0.0
2017-07-31+01:45:14,0.0
2017-07-31+01:45:32,0.0
2017-07-31+01:45:50,0.0
2017-07-31+01:46:08,0.0
2017-07-31+01:46:26,0.0
2017-07-31+01:46:44,0.0
2017-07-31+01:47:02,0.0
2017-07-31+01:47:20,0.0
2017-07-31+01:47:38,0.0
2017-07-31+01:47:56,0.0
2017-07-31+01:48:14,0.0
2017-07-31+01:48:32,0.0
2017-07-31+01:48:50,0.0
2017-07-31+01:49:08,0.0
2017-07-31+01:49:26,0.0
2017-07-31+01:49:44,0.0
2017-07-31+01:50:02,0.0
2017-07-31+01:50:20,0.0
2017-07-31+01:50:38,0.0
2017-07-31+01:50:56,0.0
2017-07-31+01:51:14,0.0
2017-07-31+01:51:32,0.0
2017-07-31+01:51:50,0.0
2017-07-31+01:52:08,0.0
2017-07-31+01:52:26,0.0
2017-07-31+01:52:44,0.0
2017-07-31+01:53:02,0.0
2017-07-31+01:53:20,0.0
2017-07-31+01:53:38,0.0
2017-07-31+01:53:56,0.0
2017-07-31+01:54:14,0.0
2017-07-31+01:54:32,0.0
2017-07-31+01:54:50,0.0
2017-07-31+01:55:08,0.0
2017-07-31+01:55:26,0.0
2017-07-31+01:55:44,0.0
2017-07-31+01:56:02,0.0
2017-07-31+01:56:20,0.0
2017-07-31+01:56:38,0.0
